Sample	int48	int3	int88	int37	int8	int42	int22	int73	int98	int25	int28	int34	int6	int85	int76	int95	int92	int20	int51	int33	int79	int41	int83	int93	int71	int13	int99	int23	int75	int86	int68	int17	int84	int30	int65	int57	int67	int54	int9	int7	int27	int39	int82	int38	int58	int100	int12	int47	int53	int10	int72	int97	int74	int49	int64	int5	int78	int36	int81	int11	int24	int21	int55	int62	int56	int46	int29	int1	int94	int50	int90	int63	int66	int35	int15	int31	int26	int4	int14	int40	int77	int89	int43	int91	int52	int69	int19	int87	int44	int61	int2	int70	int18	int60	int45	int32	int16	int80	int59	int96	discrete48	discrete3	discrete88	discrete37	discrete8	discrete42	discrete22	discrete73	discrete98	discrete25	discrete28	discrete34	discrete6	discrete85	discrete76	discrete95	discrete92	discrete20	discrete51	discrete33	discrete79	discrete41	discrete83	discrete93	discrete71	discrete13	discrete99	discrete23	discrete75	discrete86	discrete68	discrete17	discrete84	discrete30	discrete65	discrete57	discrete67	discrete54	discrete9	discrete7	discrete27	discrete39	discrete82	discrete38	discrete58	discrete100	discrete12	discrete47	discrete53	discrete10	discrete72	discrete97	discrete74	discrete49	discrete64	discrete5	discrete78	discrete36	discrete81	discrete11	discrete24	discrete21	discrete55	discrete62	discrete56	discrete46	discrete29	discrete1	discrete94	discrete50	discrete90	discrete63	discrete66	discrete35	discrete15	discrete31	discrete26	discrete4	discrete14	discrete40	discrete77	discrete89	discrete43	discrete91	discrete52	discrete69	discrete19	discrete87	discrete44	discrete61	discrete2	discrete70	discrete18	discrete60	discrete45	discrete32	discrete16	discrete80	discrete59	discrete96
s22	21	2	74	91	49	76	10	69	57	59	67	55	1	24	61	89	21	79	38	100	36	30	50	80	59	19	34	93	32	69	99	35	85	41	6	48	47	37	4	26	47	69	11	57	36	53	27	3	10	91	97	88	5	47	13	81	93	22	53	44	84	40	48	2	35	36	26	48	15	69	87	66	55	34	45	10	31	91	42	7	4	42	76	60	88	84	3	39	72	62	40	49	37	57	60	27	4	90	11	60	cold	cold	warm	lukewarm	hot	hot	hot	lukewarm	cold	lukewarm	hot	lukewarm	cold	cold	hot	cold	warm	cold	warm	lukewarm	cold	warm	lukewarm	warm	warm	warm	hot	hot	cold	hot	lukewarm	warm	cold	hot	lukewarm	warm	lukewarm	warm	cold	cold	hot	cold	cold	lukewarm	hot	hot	cold	warm	hot	hot	warm	cold	warm	lukewarm	hot	hot	cold	cold	hot	cold	lukewarm	hot	lukewarm	hot	warm	lukewarm	cold	warm	warm	warm	warm	cold	lukewarm	warm	warm	cold	cold	warm	lukewarm	warm	hot	hot	warm	cold	cold	hot	warm	lukewarm	hot	lukewarm	hot	warm	lukewarm	warm	warm	warm	hot	cold	warm	cold
s23	76	17	74	44	70	51	36	100	86	71	63	80	70	56	46	73	35	31	94	32	77	72	84	51	46	22	48	16	48	77	8	61	83	17	16	65	43	20	78	75	74	1	47	27	26	13	92	73	89	99	62	48	90	97	58	23	51	56	15	27	39	60	90	88	37	31	39	6	10	48	70	67	49	9	41	26	78	61	13	11	72	3	14	30	59	92	76	93	98	29	76	36	42	5	56	94	89	72	26	9	warm	lukewarm	hot	warm	hot	cold	cold	warm	lukewarm	warm	lukewarm	hot	cold	hot	cold	hot	hot	hot	warm	warm	warm	lukewarm	lukewarm	hot	lukewarm	warm	cold	hot	cold	hot	warm	hot	warm	cold	lukewarm	lukewarm	cold	cold	warm	hot	lukewarm	cold	warm	warm	lukewarm	warm	hot	hot	lukewarm	hot	lukewarm	cold	cold	hot	warm	hot	lukewarm	cold	lukewarm	lukewarm	cold	cold	hot	hot	lukewarm	hot	cold	lukewarm	lukewarm	warm	warm	warm	warm	lukewarm	hot	cold	lukewarm	hot	cold	lukewarm	lukewarm	lukewarm	warm	warm	hot	warm	cold	warm	warm	cold	cold	lukewarm	warm	hot	warm	warm	warm	cold	warm	lukewarm
s24	67	64	24	39	79	20	64	11	76	40	83	19	93	41	25	40	37	6	65	95	86	59	68	64	23	25	100	83	93	93	96	61	59	49	80	29	20	75	36	71	99	70	6	5	79	18	73	87	43	37	99	70	38	76	34	0	87	46	57	55	20	17	64	58	92	27	95	28	29	0	91	38	49	58	94	34	60	30	38	43	24	34	45	51	91	72	36	47	65	44	97	90	96	94	20	30	97	28	77	7	hot	cold	cold	lukewarm	lukewarm	lukewarm	cold	hot	warm	warm	hot	hot	hot	lukewarm	cold	cold	warm	hot	hot	lukewarm	lukewarm	hot	cold	warm	hot	lukewarm	lukewarm	cold	cold	warm	cold	hot	lukewarm	cold	lukewarm	hot	hot	cold	lukewarm	cold	lukewarm	warm	cold	lukewarm	lukewarm	lukewarm	cold	cold	lukewarm	cold	lukewarm	cold	cold	cold	cold	cold	warm	hot	hot	hot	lukewarm	warm	hot	lukewarm	cold	warm	warm	warm	cold	lukewarm	cold	warm	cold	warm	lukewarm	hot	warm	hot	hot	lukewarm	warm	warm	lukewarm	cold	hot	lukewarm	hot	lukewarm	lukewarm	lukewarm	warm	cold	cold	warm	cold	cold	cold	lukewarm	cold	hot
s25	7	20	95	79	99	70	1	33	1	8	40	36	62	16	16	53	66	12	29	92	86	72	100	31	5	75	100	84	57	34	46	71	32	52	86	81	33	34	18	84	96	71	46	33	69	72	20	65	22	51	0	8	49	96	26	81	83	76	24	93	89	57	28	15	95	3	30	13	33	86	63	3	98	17	74	43	31	92	46	6	2	45	57	4	17	88	7	70	35	7	57	68	7	97	14	36	72	71	2	59	cold	warm	warm	cold	hot	lukewarm	cold	cold	cold	cold	warm	lukewarm	lukewarm	lukewarm	cold	hot	hot	hot	hot	warm	warm	lukewarm	hot	warm	cold	lukewarm	warm	hot	lukewarm	cold	hot	warm	cold	cold	hot	warm	cold	hot	warm	lukewarm	cold	lukewarm	hot	hot	warm	lukewarm	cold	warm	lukewarm	cold	cold	warm	warm	lukewarm	hot	lukewarm	hot	warm	cold	warm	lukewarm	cold	warm	cold	lukewarm	cold	hot	lukewarm	cold	hot	warm	hot	cold	cold	cold	warm	warm	hot	hot	warm	cold	warm	lukewarm	lukewarm	hot	cold	warm	warm	hot	cold	hot	warm	cold	hot	cold	hot	warm	lukewarm	cold	warm
s26	16	66	54	6	73	61	63	87	4	4	53	52	51	82	88	22	0	45	38	47	66	1	4	73	88	49	93	67	73	36	28	85	75	71	21	96	91	49	24	10	32	52	96	66	96	75	43	42	0	85	22	76	62	40	18	9	86	66	48	79	92	69	95	20	8	58	55	84	69	99	22	30	73	8	65	24	5	95	98	34	44	34	34	81	83	15	99	34	75	46	61	31	67	16	70	41	100	27	17	51	cold	warm	warm	cold	warm	hot	warm	lukewarm	cold	cold	cold	cold	warm	warm	hot	hot	lukewarm	hot	cold	hot	cold	lukewarm	lukewarm	hot	cold	warm	hot	cold	lukewarm	lukewarm	lukewarm	cold	hot	hot	cold	hot	lukewarm	hot	cold	lukewarm	hot	cold	lukewarm	warm	warm	hot	cold	lukewarm	warm	lukewarm	cold	hot	warm	hot	cold	cold	warm	cold	cold	warm	warm	warm	lukewarm	hot	cold	hot	hot	cold	warm	warm	warm	lukewarm	cold	lukewarm	lukewarm	lukewarm	lukewarm	hot	warm	warm	lukewarm	warm	warm	hot	cold	warm	hot	warm	cold	hot	cold	warm	warm	hot	hot	cold	warm	lukewarm	cold	lukewarm
s27	8	15	25	18	65	14	42	38	31	18	31	86	46	31	36	65	88	35	75	97	51	8	31	44	32	17	63	69	77	60	50	25	15	20	4	98	76	74	48	55	82	8	67	99	76	60	63	61	85	56	17	86	12	82	15	22	98	21	25	34	17	22	27	60	47	28	55	71	83	90	10	74	62	27	28	96	40	49	83	47	59	40	3	48	79	96	4	98	38	16	62	88	12	90	56	98	98	72	66	29	cold	warm	warm	lukewarm	hot	warm	warm	cold	hot	hot	cold	warm	cold	lukewarm	warm	hot	lukewarm	lukewarm	cold	cold	lukewarm	lukewarm	lukewarm	cold	lukewarm	cold	cold	lukewarm	cold	cold	hot	lukewarm	cold	hot	warm	warm	lukewarm	warm	warm	cold	lukewarm	hot	warm	lukewarm	hot	lukewarm	hot	cold	cold	warm	lukewarm	lukewarm	warm	lukewarm	hot	warm	lukewarm	cold	hot	cold	lukewarm	hot	lukewarm	hot	warm	lukewarm	hot	warm	hot	warm	lukewarm	cold	lukewarm	warm	lukewarm	hot	cold	lukewarm	cold	lukewarm	hot	warm	warm	warm	cold	cold	hot	lukewarm	cold	hot	cold	warm	lukewarm	lukewarm	cold	warm	hot	cold	warm	hot
s28	10	7	91	78	2	56	98	57	19	46	47	50	12	100	83	10	24	13	13	14	85	11	80	86	7	18	38	2	44	9	44	14	74	69	65	2	86	91	43	90	46	67	49	59	67	27	66	63	58	77	42	99	28	35	41	15	23	42	80	69	52	0	75	67	43	23	0	32	64	46	43	23	39	52	19	92	68	77	63	68	0	52	0	49	45	80	95	39	36	97	25	94	76	44	53	42	41	90	5	76	cold	cold	hot	lukewarm	warm	hot	warm	warm	cold	hot	cold	lukewarm	lukewarm	warm	lukewarm	cold	lukewarm	warm	warm	lukewarm	lukewarm	warm	warm	warm	cold	warm	cold	cold	cold	cold	hot	cold	hot	cold	lukewarm	warm	cold	lukewarm	lukewarm	warm	hot	cold	hot	lukewarm	cold	cold	warm	lukewarm	warm	lukewarm	warm	lukewarm	cold	warm	cold	lukewarm	cold	lukewarm	lukewarm	lukewarm	lukewarm	cold	warm	hot	cold	warm	hot	lukewarm	warm	warm	hot	warm	hot	lukewarm	cold	cold	warm	lukewarm	warm	warm	lukewarm	cold	lukewarm	lukewarm	cold	warm	cold	hot	lukewarm	cold	hot	hot	cold	lukewarm	cold	hot	hot	warm	lukewarm	hot
s29	89	37	11	85	22	84	91	14	28	7	73	61	4	90	37	96	71	15	57	12	12	72	97	94	64	1	50	89	98	65	79	48	16	94	91	65	25	96	76	47	80	77	91	80	14	60	50	25	22	29	69	35	46	20	52	32	20	40	19	3	36	28	15	54	62	43	2	98	68	29	56	36	56	57	75	87	44	52	26	12	20	56	50	91	44	46	95	4	40	46	75	62	75	36	90	45	59	75	10	96	warm	warm	cold	lukewarm	warm	cold	cold	hot	lukewarm	hot	hot	cold	lukewarm	hot	lukewarm	lukewarm	cold	warm	hot	lukewarm	hot	lukewarm	warm	cold	lukewarm	hot	cold	cold	warm	warm	cold	lukewarm	warm	lukewarm	hot	hot	hot	hot	hot	cold	hot	cold	lukewarm	warm	hot	cold	cold	lukewarm	warm	cold	lukewarm	lukewarm	hot	warm	lukewarm	hot	hot	lukewarm	warm	hot	cold	cold	cold	lukewarm	cold	cold	warm	warm	cold	hot	cold	warm	warm	warm	cold	lukewarm	cold	lukewarm	cold	warm	cold	lukewarm	lukewarm	cold	cold	lukewarm	lukewarm	hot	lukewarm	lukewarm	warm	cold	lukewarm	lukewarm	hot	lukewarm	cold	cold	cold	lukewarm
s30	2	24	31	98	59	98	40	97	12	66	35	11	20	3	65	92	17	83	41	35	73	26	49	42	66	23	83	46	97	7	36	81	71	9	66	38	51	50	27	17	8	51	43	65	27	82	95	60	41	44	49	50	69	75	99	88	68	63	19	28	84	62	54	79	46	23	53	16	36	77	96	97	43	78	7	14	80	51	30	92	65	64	7	93	46	0	48	81	48	71	81	33	95	14	88	6	44	62	41	29	hot	hot	warm	warm	warm	warm	warm	warm	warm	lukewarm	lukewarm	hot	lukewarm	warm	lukewarm	cold	warm	hot	hot	lukewarm	hot	lukewarm	cold	cold	cold	warm	lukewarm	lukewarm	cold	lukewarm	hot	warm	hot	warm	cold	hot	lukewarm	hot	cold	cold	hot	lukewarm	lukewarm	lukewarm	hot	warm	lukewarm	hot	lukewarm	lukewarm	hot	warm	cold	warm	lukewarm	lukewarm	cold	hot	cold	hot	lukewarm	lukewarm	hot	lukewarm	lukewarm	hot	hot	cold	lukewarm	hot	hot	cold	warm	cold	warm	cold	warm	warm	warm	hot	cold	warm	lukewarm	warm	cold	warm	warm	lukewarm	warm	warm	warm	lukewarm	cold	warm	cold	lukewarm	lukewarm	hot	hot	lukewarm
s31	86	7	77	79	94	3	22	95	13	31	35	95	58	38	45	1	78	35	38	62	99	70	67	37	14	13	33	48	79	40	1	56	99	81	91	32	97	29	40	90	79	58	74	5	79	60	36	25	45	47	29	89	74	84	13	22	24	2	85	77	70	88	65	54	38	42	94	76	91	73	43	53	5	38	61	30	5	47	90	31	81	65	91	19	67	76	81	72	4	13	85	14	43	1	95	35	10	21	98	43	hot	lukewarm	warm	lukewarm	lukewarm	warm	lukewarm	warm	lukewarm	hot	lukewarm	hot	hot	hot	cold	hot	lukewarm	lukewarm	cold	cold	lukewarm	warm	lukewarm	hot	cold	lukewarm	hot	cold	warm	cold	warm	lukewarm	cold	cold	hot	lukewarm	cold	lukewarm	cold	hot	warm	warm	cold	lukewarm	warm	warm	lukewarm	warm	lukewarm	lukewarm	hot	lukewarm	cold	lukewarm	warm	cold	hot	cold	cold	cold	hot	warm	lukewarm	hot	hot	lukewarm	warm	lukewarm	cold	lukewarm	cold	hot	cold	hot	cold	lukewarm	cold	lukewarm	lukewarm	lukewarm	hot	lukewarm	hot	cold	hot	cold	hot	cold	hot	warm	hot	warm	warm	warm	lukewarm	cold	warm	cold	hot	cold
s32	47	64	70	68	46	36	27	44	100	68	3	87	82	96	2	59	7	53	54	46	2	36	72	51	88	25	58	14	53	74	0	36	0	87	30	2	45	82	55	21	97	32	79	96	96	88	45	57	1	40	59	97	85	29	88	21	48	13	23	6	12	23	51	33	48	36	81	71	22	71	94	2	80	63	45	39	28	21	34	72	68	47	71	41	40	10	51	51	98	35	43	83	0	38	10	78	64	55	27	19	cold	lukewarm	lukewarm	warm	hot	cold	lukewarm	lukewarm	lukewarm	lukewarm	hot	lukewarm	lukewarm	cold	hot	hot	cold	hot	cold	lukewarm	cold	lukewarm	lukewarm	warm	lukewarm	lukewarm	warm	lukewarm	warm	hot	warm	warm	warm	cold	cold	warm	cold	cold	cold	warm	lukewarm	hot	hot	cold	warm	lukewarm	warm	cold	cold	hot	cold	lukewarm	lukewarm	lukewarm	hot	lukewarm	hot	hot	hot	lukewarm	cold	warm	lukewarm	cold	cold	lukewarm	cold	cold	warm	warm	lukewarm	warm	hot	lukewarm	hot	cold	warm	hot	lukewarm	lukewarm	cold	warm	warm	lukewarm	lukewarm	cold	lukewarm	warm	lukewarm	warm	lukewarm	lukewarm	cold	lukewarm	lukewarm	cold	hot	cold	warm	warm
s33	87	15	85	62	27	54	5	46	10	16	66	12	93	60	65	25	26	34	32	82	71	44	94	90	7	78	44	70	86	82	87	7	38	14	15	93	35	40	89	89	46	84	9	45	2	35	32	84	34	55	64	19	14	14	28	29	64	82	25	61	32	60	40	86	74	48	84	46	77	48	26	96	88	91	12	49	29	95	0	83	31	82	87	78	76	9	74	82	53	60	17	2	77	12	76	25	48	41	76	67	hot	cold	lukewarm	warm	cold	cold	warm	lukewarm	hot	hot	hot	cold	cold	hot	lukewarm	warm	lukewarm	warm	lukewarm	cold	warm	cold	lukewarm	warm	cold	cold	warm	lukewarm	warm	cold	warm	hot	warm	warm	cold	warm	cold	warm	hot	warm	hot	warm	lukewarm	lukewarm	warm	lukewarm	hot	lukewarm	hot	hot	warm	lukewarm	lukewarm	hot	hot	lukewarm	warm	warm	cold	warm	lukewarm	cold	warm	hot	hot	lukewarm	hot	lukewarm	cold	lukewarm	lukewarm	lukewarm	cold	warm	lukewarm	lukewarm	cold	hot	warm	warm	lukewarm	warm	lukewarm	warm	hot	cold	lukewarm	warm	lukewarm	lukewarm	cold	hot	warm	lukewarm	hot	hot	cold	hot	lukewarm	warm
s34	16	25	94	32	65	11	19	43	99	96	87	76	14	35	20	35	70	75	82	67	87	82	40	40	94	75	28	8	68	75	18	91	62	98	85	42	71	4	20	5	96	51	76	40	45	97	58	72	7	30	15	73	14	29	76	74	6	41	97	38	96	60	67	100	47	19	26	68	6	59	28	36	61	54	29	83	11	12	49	24	59	63	64	56	51	7	57	29	30	87	3	8	7	71	88	2	84	61	99	24	hot	lukewarm	lukewarm	cold	cold	warm	warm	cold	lukewarm	hot	lukewarm	lukewarm	cold	cold	lukewarm	lukewarm	cold	hot	cold	hot	hot	cold	hot	hot	lukewarm	hot	hot	lukewarm	warm	hot	cold	cold	cold	lukewarm	lukewarm	hot	lukewarm	lukewarm	lukewarm	hot	hot	lukewarm	hot	cold	lukewarm	warm	lukewarm	cold	hot	cold	lukewarm	warm	warm	lukewarm	warm	warm	cold	warm	warm	warm	warm	warm	hot	cold	warm	lukewarm	cold	hot	cold	hot	lukewarm	hot	warm	cold	cold	cold	cold	warm	warm	hot	cold	lukewarm	cold	hot	warm	lukewarm	cold	warm	hot	lukewarm	cold	cold	lukewarm	warm	warm	warm	warm	cold	cold	cold
s35	59	50	85	91	61	68	18	63	75	67	51	75	77	29	60	18	81	50	81	40	4	61	65	23	85	91	81	57	62	74	85	63	15	7	90	81	61	35	39	75	30	85	71	43	91	15	67	10	63	65	18	21	36	92	62	7	51	1	69	33	33	37	1	9	12	60	81	65	2	26	16	73	34	67	7	83	28	31	52	49	74	65	9	34	24	48	2	50	72	75	35	70	9	41	55	2	87	80	90	88	warm	warm	warm	warm	cold	lukewarm	warm	warm	lukewarm	lukewarm	lukewarm	warm	hot	cold	lukewarm	cold	lukewarm	cold	warm	cold	lukewarm	hot	warm	cold	cold	warm	warm	hot	lukewarm	hot	warm	lukewarm	lukewarm	cold	hot	lukewarm	hot	hot	warm	cold	hot	warm	warm	cold	lukewarm	cold	warm	cold	cold	cold	hot	warm	lukewarm	cold	warm	cold	lukewarm	hot	cold	lukewarm	warm	lukewarm	cold	lukewarm	cold	warm	hot	warm	warm	lukewarm	warm	lukewarm	hot	warm	hot	lukewarm	lukewarm	hot	warm	hot	lukewarm	lukewarm	hot	hot	lukewarm	lukewarm	warm	warm	lukewarm	cold	lukewarm	lukewarm	cold	cold	lukewarm	hot	lukewarm	cold	warm	warm
s36	40	67	64	100	46	62	43	80	42	42	70	14	8	63	16	12	73	15	72	91	63	25	36	82	33	91	51	56	9	91	65	43	15	86	18	17	25	77	73	7	7	8	20	75	87	68	24	95	41	0	33	98	22	58	60	19	29	85	11	82	41	11	98	91	4	53	72	27	42	42	14	44	82	29	46	51	28	60	58	35	78	3	12	51	88	63	41	30	14	60	54	0	63	9	82	52	32	57	11	14	warm	cold	cold	hot	hot	hot	cold	warm	warm	hot	lukewarm	lukewarm	cold	lukewarm	cold	cold	warm	warm	cold	warm	hot	warm	hot	warm	cold	warm	hot	hot	hot	cold	lukewarm	warm	warm	warm	cold	cold	cold	lukewarm	hot	hot	hot	cold	warm	warm	cold	cold	cold	lukewarm	hot	hot	lukewarm	lukewarm	hot	hot	warm	warm	cold	lukewarm	lukewarm	cold	lukewarm	hot	warm	cold	lukewarm	lukewarm	warm	lukewarm	lukewarm	warm	warm	warm	warm	cold	hot	warm	lukewarm	lukewarm	lukewarm	cold	lukewarm	lukewarm	cold	warm	hot	cold	warm	lukewarm	hot	cold	hot	hot	hot	cold	lukewarm	warm	warm	warm	cold	lukewarm
s37	74	55	40	96	0	65	6	94	11	72	20	28	12	91	38	18	78	43	66	70	66	56	64	56	74	96	37	40	44	48	77	73	91	3	82	36	59	37	38	61	58	42	28	65	87	7	7	85	48	36	72	0	2	27	8	77	88	4	22	19	30	93	81	15	48	91	30	49	25	5	54	66	59	39	85	61	15	1	46	87	77	87	66	99	30	6	61	96	16	20	67	10	28	69	57	24	8	46	70	96	cold	cold	lukewarm	lukewarm	cold	warm	warm	warm	warm	hot	hot	warm	cold	warm	cold	hot	cold	cold	cold	hot	lukewarm	lukewarm	lukewarm	cold	warm	cold	cold	cold	hot	hot	warm	cold	hot	hot	lukewarm	warm	lukewarm	lukewarm	warm	hot	lukewarm	cold	warm	lukewarm	warm	cold	cold	warm	lukewarm	cold	warm	lukewarm	lukewarm	lukewarm	hot	warm	lukewarm	lukewarm	lukewarm	lukewarm	lukewarm	hot	lukewarm	lukewarm	warm	warm	cold	hot	lukewarm	cold	cold	warm	lukewarm	hot	lukewarm	warm	warm	hot	hot	warm	cold	hot	lukewarm	cold	lukewarm	hot	hot	hot	lukewarm	lukewarm	hot	hot	lukewarm	lukewarm	cold	warm	hot	warm	cold	hot
s38	69	91	71	27	82	62	64	13	98	54	97	22	73	78	13	24	48	33	45	4	17	21	17	31	49	1	41	26	17	73	48	24	20	7	24	24	54	47	99	15	79	52	55	42	92	62	79	92	5	94	49	92	64	9	60	17	47	23	8	13	3	61	94	70	51	9	82	43	22	34	6	44	91	44	6	37	56	71	99	43	26	36	53	78	57	39	34	57	47	76	1	9	98	87	71	76	86	25	64	10	warm	lukewarm	cold	hot	lukewarm	warm	lukewarm	warm	warm	cold	cold	lukewarm	lukewarm	warm	hot	warm	hot	warm	warm	hot	warm	warm	cold	lukewarm	lukewarm	lukewarm	cold	hot	warm	lukewarm	lukewarm	warm	warm	cold	lukewarm	hot	warm	hot	warm	lukewarm	warm	cold	hot	cold	lukewarm	hot	cold	hot	warm	cold	warm	cold	lukewarm	lukewarm	cold	lukewarm	warm	hot	cold	warm	cold	warm	warm	hot	lukewarm	lukewarm	cold	cold	hot	warm	warm	hot	hot	hot	lukewarm	lukewarm	hot	hot	cold	hot	hot	lukewarm	cold	hot	cold	warm	cold	lukewarm	hot	warm	lukewarm	warm	cold	lukewarm	lukewarm	warm	cold	lukewarm	hot	hot
s39	23	39	4	54	5	48	96	67	39	99	84	55	89	34	26	28	87	3	18	14	61	50	99	61	14	76	51	42	90	59	11	58	51	43	82	20	25	25	64	23	47	76	89	90	28	75	87	33	48	82	94	21	46	56	43	38	30	3	56	42	88	91	74	22	89	90	20	41	72	58	65	56	26	56	71	72	94	24	24	76	65	0	32	28	75	39	9	57	63	27	29	16	26	46	37	7	22	62	66	6	cold	cold	lukewarm	warm	hot	cold	hot	warm	warm	warm	lukewarm	warm	cold	hot	hot	lukewarm	hot	cold	warm	cold	warm	lukewarm	lukewarm	warm	lukewarm	lukewarm	warm	hot	cold	cold	warm	lukewarm	cold	cold	warm	hot	warm	cold	cold	cold	cold	cold	hot	warm	lukewarm	cold	hot	warm	cold	lukewarm	cold	cold	lukewarm	hot	lukewarm	lukewarm	warm	hot	cold	warm	hot	warm	lukewarm	warm	warm	cold	hot	lukewarm	hot	warm	lukewarm	warm	hot	lukewarm	cold	cold	hot	lukewarm	cold	lukewarm	cold	hot	hot	warm	warm	lukewarm	lukewarm	cold	lukewarm	hot	warm	hot	warm	lukewarm	cold	hot	warm	warm	cold	warm
s40	60	7	53	55	75	5	32	37	63	16	67	74	88	83	22	0	5	40	29	76	10	74	49	72	87	70	90	49	24	23	51	69	76	70	38	9	37	59	41	92	25	53	54	42	31	14	88	36	67	93	13	20	51	4	1	62	45	43	37	53	21	8	20	68	71	10	55	70	43	91	89	11	17	88	100	80	56	50	73	8	70	39	56	59	77	83	57	32	74	86	46	55	38	13	73	32	55	78	40	4	warm	cold	lukewarm	hot	lukewarm	lukewarm	lukewarm	warm	cold	cold	hot	warm	cold	lukewarm	lukewarm	cold	hot	hot	warm	lukewarm	cold	cold	warm	warm	warm	warm	lukewarm	lukewarm	warm	cold	cold	warm	hot	hot	lukewarm	warm	warm	cold	lukewarm	warm	lukewarm	cold	cold	cold	lukewarm	warm	lukewarm	warm	hot	lukewarm	hot	cold	lukewarm	warm	hot	cold	lukewarm	warm	cold	hot	hot	cold	lukewarm	hot	warm	warm	lukewarm	warm	hot	lukewarm	warm	lukewarm	hot	cold	lukewarm	hot	lukewarm	cold	warm	warm	lukewarm	cold	warm	warm	cold	warm	lukewarm	lukewarm	warm	lukewarm	warm	cold	lukewarm	cold	warm	cold	warm	hot	warm	warm
s41	75	23	40	85	68	60	100	31	75	60	8	96	51	92	83	35	36	81	33	11	78	31	40	27	47	89	83	95	80	74	61	85	20	22	23	50	25	29	76	27	3	54	63	25	93	99	95	86	56	91	39	80	16	94	74	63	61	97	36	98	40	2	16	71	61	90	29	54	11	42	95	19	19	40	45	4	79	96	34	81	8	86	33	28	34	14	5	77	76	92	36	28	28	3	37	51	13	5	16	54	lukewarm	cold	cold	hot	hot	lukewarm	warm	cold	warm	lukewarm	lukewarm	cold	warm	warm	hot	lukewarm	lukewarm	lukewarm	hot	lukewarm	lukewarm	cold	warm	lukewarm	lukewarm	cold	lukewarm	hot	lukewarm	cold	cold	hot	warm	hot	lukewarm	lukewarm	lukewarm	cold	cold	hot	cold	lukewarm	lukewarm	lukewarm	warm	warm	cold	lukewarm	hot	cold	hot	warm	hot	warm	cold	cold	cold	hot	lukewarm	lukewarm	hot	cold	lukewarm	hot	cold	warm	warm	lukewarm	cold	hot	warm	lukewarm	hot	cold	lukewarm	warm	warm	warm	hot	cold	cold	cold	lukewarm	hot	cold	hot	warm	warm	lukewarm	lukewarm	hot	cold	warm	lukewarm	hot	warm	cold	cold	lukewarm	cold
s42	93	66	64	0	74	100	32	69	27	0	88	25	24	99	6	62	32	60	11	99	35	14	69	69	29	87	39	100	4	48	75	18	23	19	93	50	97	41	98	58	44	85	88	79	24	80	64	22	79	55	7	31	6	99	2	76	14	53	35	60	33	16	86	82	29	76	65	82	47	24	38	2	20	83	94	28	33	21	68	22	18	52	93	61	77	16	35	21	3	14	0	54	8	62	1	42	2	15	75	98	warm	lukewarm	hot	warm	warm	lukewarm	lukewarm	cold	lukewarm	hot	hot	warm	lukewarm	lukewarm	cold	lukewarm	hot	cold	hot	warm	cold	lukewarm	cold	hot	warm	warm	warm	cold	cold	lukewarm	hot	lukewarm	warm	lukewarm	cold	lukewarm	warm	lukewarm	lukewarm	cold	warm	warm	lukewarm	warm	hot	lukewarm	hot	cold	hot	lukewarm	hot	cold	hot	warm	lukewarm	warm	warm	lukewarm	cold	hot	warm	warm	cold	hot	hot	warm	warm	lukewarm	lukewarm	cold	hot	hot	lukewarm	warm	lukewarm	cold	warm	hot	hot	warm	cold	cold	hot	hot	hot	lukewarm	hot	warm	cold	hot	warm	hot	hot	hot	warm	cold	warm	warm	warm	hot
s43	36	53	95	58	18	33	79	76	11	69	93	65	91	63	28	7	22	94	89	97	30	49	58	30	76	53	70	5	36	85	43	57	80	84	83	60	14	94	78	99	82	3	90	35	99	15	9	50	58	40	84	48	64	38	18	16	16	1	55	46	38	35	37	49	71	90	61	38	80	71	73	0	18	39	32	82	63	100	88	19	93	84	51	41	79	72	69	12	17	78	39	92	85	96	7	92	84	12	59	20	warm	warm	hot	lukewarm	lukewarm	hot	cold	lukewarm	lukewarm	warm	cold	hot	lukewarm	cold	cold	cold	warm	warm	warm	hot	hot	hot	hot	lukewarm	warm	warm	warm	cold	warm	lukewarm	hot	lukewarm	warm	warm	cold	lukewarm	cold	hot	warm	cold	warm	cold	lukewarm	lukewarm	hot	warm	warm	warm	hot	warm	cold	warm	cold	lukewarm	hot	lukewarm	cold	hot	cold	cold	cold	lukewarm	warm	warm	warm	lukewarm	hot	lukewarm	hot	cold	cold	warm	lukewarm	warm	warm	hot	lukewarm	warm	warm	cold	hot	hot	cold	hot	cold	warm	lukewarm	lukewarm	cold	cold	lukewarm	cold	hot	warm	warm	cold	cold	lukewarm	warm	lukewarm
